ID,word,PoS,COCA-All,COCA-Acad,ratio,disp,range,HIS,EDU,SOC,LAW,HUM,PHIL,SCI,MED,BUS,HIS,EDU,SOC,LAW,HUM,PHIL,SCI,MED,BUS
1461,parallel,v,1825,1137,"2,18","0,92",8,162,67,256,81,241,155,121,47,7,"1,20","0,87","1,62","0,70","2,33","1,28","0,56","0,52","0,06"
1462,assimilate,v,1839,1135,"2,16","0,92",8,300,70,173,98,210,159,93,28,4,"2,22","0,91","1,09","0,85","2,03","1,31","0,43","0,31","0,03"
1463,enlarge,v,2586,1129,"1,53","0,93",9,183,32,147,109,128,111,259,135,25,"1,36","0,42","0,93","0,95","1,25","0,92","1,21","1,49","0,21"
1464,nongovernmental,j,1625,1129,"2,43","0,89",7,367,16,138,231,14,74,253,32,4,"2,73","0,21","0,88","2,01","0,14","0,62","1,18","0,35","0,03"
1465,perpetrator,n,2562,1128,"1,54","0,88",8,170,40,207,198,86,330,66,21,10,"1,27","0,52","1,32","1,72","0,84","2,75","0,31","0,23","0,08"
1466,delineate,v,1540,1128,"2,56","0,94",8,159,135,212,105,171,101,128,114,3,"1,18","1,77","1,35","0,91","1,67","0,84","0,60","1,26","0,03"
1467,disseminate,v,1695,1127,"2,33","0,94",8,165,165,201,103,145,74,154,112,8,"1,23","2,16","1,28","0,90","1,41","0,62","0,72","1,24","0,07"
1468,necessitate,v,1603,1126,"2,46","0,95",8,166,116,202,117,109,99,174,133,10,"1,24","1,52","1,29","1,02","1,06","0,83","0,82","1,47","0,08"
1469,mediator,n,1995,1125,"1,97","0,89",7,153,94,275,237,83,140,32,90,21,"1,14","1,23","1,75","2,07","0,81","1,17","0,15","1,00","0,18"
1470,trained,j,2535,1124,"1,55","0,91",8,124,170,327,30,64,87,151,151,20,"0,93","2,23","2,09","0,26","0,63","0,73","0,71","1,68","0,17"
1471,internalize,v,1470,1122,"2,67","0,91",8,80,176,297,98,144,96,63,164,4,"0,60","2,31","1,90","0,86","1,41","0,80","0,30","1,83","0,03"
1472,multiple,n,1868,1119,"2,10","0,92",9,48,100,205,48,99,67,236,87,229,"0,36","1,32","1,31","0,42","0,97","0,56","1,11","0,97","1,95"
1473,fragmentation,n,1453,1118,"2,69","0,91",8,281,35,142,137,163,84,218,53,5,"2,11","0,46","0,91","1,20","1,60","0,71","1,03","0,59","0,04"
1474,tailor,v,2545,1118,"1,54","0,93",9,80,112,189,122,64,59,249,161,82,"0,60","1,48","1,21","1,07","0,63","0,50","1,18","1,80","0,70"
1475,factual,j,2013,1115,"1,94","0,91",8,155,135,98,298,152,119,133,18,7,"1,17","1,79","0,63","2,62","1,50","1,00","0,63","0,20","0,06"
1476,indicative,j,1708,1109,"2,27","0,92",8,93,135,253,66,192,131,145,93,1,"0,70","1,80","1,64","0,58","1,90","1,11","0,69","1,05","0,01"
1477,lessen,v,2532,1105,"1,53","0,93",8,161,95,150,182,54,95,194,151,23,"1,22","1,27","0,97","1,62","0,54","0,81","0,93","1,71","0,20"
1478,heightened,j,2234,1104,"1,73","0,93",8,167,144,236,138,120,121,105,58,15,"1,27","1,92","1,53","1,23","1,19","1,03","0,50","0,66","0,13"
1479,precursor,n,1781,1104,"2,17","0,92",8,113,49,153,117,127,79,280,168,18,"0,86","0,65","0,99","1,04","1,26","0,67","1,34","1,90","0,16"
1480,overlap,n,1688,1103,"2,29","0,92",8,87,194,175,66,97,93,285,91,15,"0,66","2,60","1,14","0,59","0,97","0,79","1,36","1,03","0,13"
1481,augment,v,1903,1103,"2,03","0,93",9,178,101,168,102,108,59,252,108,27,"1,36","1,35","1,09","0,91","1,08","0,50","1,21","1,22","0,23"
1482,estimation,n,1664,1101,"2,32","0,89",8,58,95,304,44,48,136,255,157,4,"0,44","1,27","1,98","0,39","0,48","1,16","1,22","1,78","0,03"
1483,Dominican,j,2483,1101,"1,55","0,82",8,131,8,401,64,167,215,66,23,26,"1,00","0,11","2,61","0,57","1,67","1,83","0,32","0,26","0,23"
1484,sociological,j,1439,1100,"2,68","0,90",8,214,102,256,85,139,223,56,18,7,"1,63","1,37","1,67","0,76","1,39","1,90","0,27","0,20","0,06"
1485,portrayal,n,2401,1096,"1,60","0,89",7,226,80,224,66,290,148,53,8,1,"1,73","1,08","1,47","0,59","2,91","1,27","0,26","0,09","0,01"
1486,deprivation,n,1950,1095,"1,97","0,88",8,109,37,232,184,52,224,66,180,11,"0,84","0,50","1,52","1,65","0,52","1,92","0,32","2,05","0,10"
1487,trade-off,n,2173,1092,"1,76","0,87",8,93,24,155,145,14,64,490,48,59,"0,72","0,32","1,02","1,30","0,14","0,55","2,37","0,55","0,52"
1488,sanction,v,2272,1092,"1,68","0,91",8,236,33,233,215,137,149,48,23,18,"1,82","0,45","1,53","1,93","1,38","1,28","0,23","0,26","0,16"
1489,overt,j,1874,1091,"2,04","0,93",8,178,104,212,109,176,139,110,60,3,"1,37","1,41","1,39","0,98","1,77","1,20","0,53","0,69","0,03"
1490,intuitive,j,1977,1090,"1,93","0,89",9,36,142,73,61,142,251,307,54,24,"0,28","1,92","0,48","0,55","1,43","2,16","1,49","0,62","0,21"
1491,pertinent,j,1670,1089,"2,28","0,94",8,105,159,202,91,157,143,134,91,7,"0,81","2,15","1,33","0,82","1,58","1,23","0,65","1,04","0,06"
1492,reprint,v,1915,1088,"1,99","0,90",8,135,43,77,297,146,106,88,189,7,"1,04","0,58","0,51","2,68","1,47","0,91","0,43","2,17","0,06"
1493,specified,j,1428,1087,"2,67","0,92",9,79,138,159,133,87,43,288,126,34,"0,61","1,87","1,05","1,20","0,88","0,37","1,40","1,45","0,30"
1494,prominence,n,2171,1087,"1,75","0,93",8,204,40,142,101,182,137,198,73,10,"1,58","0,54","0,94","0,91","1,84","1,18","0,96","0,84","0,09"
1495,deterioration,n,1940,1085,"1,96","0,92",8,219,30,149,128,53,94,219,186,7,"1,70","0,41","0,99","1,16","0,54","0,81","1,07","2,14","0,06"
1496,commercially,r,2075,1084,"1,83","0,86",8,63,30,85,73,72,23,517,187,34,"0,49","0,41","0,56","0,66","0,73","0,20","2,52","2,15","0,30"
1497,richness,n,1956,1084,"1,94","0,85",8,72,41,117,38,142,144,494,28,8,"0,56","0,56","0,77","0,34","1,44","1,25","2,40","0,32","0,07"
1498,face-to-face,j,2397,1082,"1,58","0,89",9,80,190,370,45,63,94,130,67,43,"0,62","2,59","2,45","0,41","0,64","0,82","0,63","0,77","0,38"
1499,jointly,r,1975,1081,"1,92","0,93",9,152,69,144,203,62,67,252,44,88,"1,18","0,94","0,96","1,84","0,63","0,58","1,23","0,51","0,78"
1500,inclination,n,2203,1078,"1,71","0,93",8,163,54,124,165,150,213,129,63,17,"1,27","0,74","0,83","1,50","1,53","1,85","0,63","0,73","0,15"
1501,bridge,v,2391,1078,"1,58","0,93",9,171,125,181,73,116,129,221,39,23,"1,33","1,71","1,20","0,66","1,18","1,12","1,08","0,45","0,20"
1502,individualism,n,1506,1077,"2,50","0,89",7,156,41,262,181,81,298,46,8,4,"1,22","0,56","1,75","1,65","0,83","2,60","0,23","0,09","0,04"
1503,noteworthy,j,1826,1077,"2,07","0,94",8,175,114,216,92,151,96,140,76,17,"1,36","1,56","1,44","0,84","1,54","0,84","0,69","0,88","0,15"
1504,impetus,n,1811,1076,"2,08","0,94",8,214,121,149,171,125,100,142,34,20,"1,67","1,66","0,99","1,56","1,28","0,87","0,70","0,39","0,18"
1505,experimentation,n,1970,1075,"1,91","0,92",9,87,102,217,85,190,88,248,32,26,"0,68","1,40","1,45","0,78","1,94","0,77","1,22","0,37","0,23"
1506,sequential,j,1270,1074,"2,96","0,90",7,26,214,130,17,211,96,252,126,2,"0,20","2,94","0,87","0,16","2,16","0,84","1,24","1,46","0,02"
1507,continuation,n,1998,1072,"1,88","0,92",8,272,70,179,142,141,97,125,35,11,"2,13","0,96","1,20","1,30","1,44","0,85","0,62","0,41","0,10"
1508,attributable,j,1485,1072,"2,53","0,92",8,87,82,225,126,38,52,219,225,18,"0,68","1,13","1,51","1,15","0,39","0,46","1,08","2,62","0,16"
1509,disparate,j,1959,1070,"1,91","0,93",9,167,74,154,148,178,96,197,25,31,"1,31","1,02","1,03","1,36","1,83","0,84","0,97","0,29","0,28"
1510,safeguard,v,1924,1068,"1,94","0,92",9,236,18,107,209,46,120,186,116,30,"1,86","0,25","0,72","1,92","0,47","1,05","0,92","1,36","0,27"
1511,suppression,n,1629,1068,"2,30","0,92",8,201,22,116,144,99,113,254,118,1,"1,58","0,30","0,78","1,32","1,02","0,99","1,25","1,38","0,01"
1512,subset,n,1317,1066,"2,83","0,90",8,29,211,201,53,43,108,288,120,13,"0,23","2,92","1,35","0,49","0,44","0,95","1,43","1,41","0,12"
1513,markedly,r,1630,1066,"2,29","0,93",8,137,84,235,88,95,81,198,133,15,"1,08","1,16","1,58","0,81","0,98","0,71","0,98","1,56","0,13"
1514,concurrent,j,1299,1063,"2,87","0,89",8,76,133,276,61,52,91,151,219,4,"0,60","1,85","1,86","0,56","0,54","0,80","0,75","2,57","0,04"
1515,degrade,v,2188,1062,"1,70","0,86",7,92,14,104,104,48,98,515,75,12,"0,73","0,19","0,70","0,96","0,50","0,87","2,56","0,88","0,11"
1516,incompatible,j,1603,1062,"2,32","0,94",9,146,44,158,156,113,201,170,43,31,"1,15","0,61","1,07","1,44","1,17","1,78","0,84","0,51","0,28"
1517,tenet,n,2137,1057,"1,73","0,93",9,167,99,177,141,143,182,89,27,32,"1,33","1,38","1,20","1,31","1,49","1,62","0,44","0,32","0,29"
1518,unify,v,2339,1056,"1,58","0,92",7,225,37,180,142,198,141,109,11,13,"1,79","0,52","1,22","1,32","2,06","1,25","0,54","0,13","0,12"
1519,attest,v,2093,1056,"1,77","0,92",9,128,55,157,65,270,173,139,36,33,"1,02","0,77","1,07","0,60","2,81","1,54","0,69","0,43","0,30"
1520,indispensable,j,1954,1054,"1,89","0,93",9,215,31,98,220,127,185,104,45,29,"1,71","0,43","0,67","2,05","1,32","1,65","0,52","0,53","0,26"
1521,intended,j,1967,1051,"1,87","0,94",8,116,125,159,139,136,118,185,64,9,"0,93","1,75","1,09","1,30","1,42","1,05","0,93","0,76","0,08"
1522,simplify,v,2170,1050,"1,69","0,90",9,83,58,130,82,101,61,417,76,42,"0,66","0,82","0,89","0,77","1,06","0,55","2,10","0,90","0,38"
1523,periphery,n,1676,1049,"2,19","0,87",8,294,22,278,109,133,58,116,35,4,"2,35","0,31","1,90","1,02","1,39","0,52","0,58","0,42","0,04"
1524,analytic,j,1281,1049,"2,87","0,92",8,102,146,249,69,105,192,101,75,10,"0,82","2,05","1,70","0,65","1,10","1,72","0,51","0,89","0,09"
1525,nominal,j,1499,1046,"2,44","0,88",9,173,55,192,97,53,146,251,49,30,"1,39","0,78","1,32","0,91","0,56","1,31","1,27","0,58","0,27"
1526,divergent,j,1397,1045,"2,62","0,93",8,155,168,184,109,145,119,125,25,15,"1,25","2,37","1,26","1,02","1,52","1,07","0,63","0,30","0,14"
1527,present-day,j,1532,1044,"2,39","0,90",7,240,8,232,75,165,81,211,23,9,"1,93","0,11","1,59","0,71","1,74","0,73","1,07","0,28","0,08"
1528,substitution,n,1499,1042,"2,43","0,90",8,110,28,315,96,173,50,179,80,11,"0,89","0,40","2,17","0,90","1,82","0,45","0,91","0,96","0,10"
1529,novelty,n,2396,1041,"1,52","0,91",9,90,148,126,82,187,195,151,21,41,"0,73","2,10","0,87","0,77","1,97","1,76","0,77","0,25","0,38"
1530,coherence,n,1357,1039,"2,68","0,91",8,114,58,124,82,272,182,171,32,4,"0,92","0,82","0,86","0,77","2,88","1,64","0,87","0,38","0,04"
1531,unpublished,j,1477,1039,"2,46","0,93",8,133,134,185,84,139,59,205,97,3,"1,08","1,90","1,28","0,79","1,47","0,53","1,04","1,17","0,03"
1532,template,n,1796,1032,"2,01","0,84",9,40,56,58,39,92,51,522,150,24,"0,33","0,80","0,40","0,37","0,98","0,46","2,67","1,81","0,22"
1533,sociologist,n,2234,1031,"1,62","0,90",7,281,37,179,99,65,268,80,14,8,"2,29","0,53","1,25","0,94","0,69","2,44","0,41","0,17","0,07"
1534,containment,n,2036,1029,"1,77","0,88",7,316,2,79,191,93,24,237,67,20,"2,58","0,03","0,55","1,82","0,99","0,22","1,22","0,81","0,19"
1535,encode,v,1291,1027,"2,79","0,86",7,33,78,78,10,177,96,473,71,11,"0,27","1,12","0,54","0,10","1,89","0,88","2,43","0,86","0,10"
1536,socialize,v,2238,1025,"1,60","0,88",8,100,124,421,79,49,132,50,54,16,"0,82","1,78","2,95","0,76","0,53","1,21","0,26","0,66","0,15"
1537,determining,j,1415,1023,"2,53","0,93",8,64,196,200,112,66,75,210,91,9,"0,53","2,83","1,40","1,07","0,71","0,69","1,08","1,11","0,08"
1538,interdependence,n,1224,1022,"2,92","0,91",8,226,102,201,172,72,129,88,30,2,"1,86","1,47","1,41","1,65","0,77","1,18","0,45","0,37","0,02"
1539,universally,r,1968,1022,"1,82","0,94",9,140,63,131,167,121,167,141,70,22,"1,15","0,91","0,92","1,60","1,30","1,53","0,73","0,86","0,21"
1540,directory,n,2266,1021,"1,58","0,82",9,64,114,128,38,37,40,482,40,78,"0,53","1,65","0,90","0,37","0,40","0,37","2,49","0,49","0,73"
1541,restructure,v,2284,1020,"1,56","0,93",9,219,160,147,131,54,64,102,55,88,"1,80","2,31","1,03","1,26","0,58","0,59","0,53","0,67","0,82"
1542,coordinate,n,1930,1013,"1,84","0,84",8,32,25,88,27,65,64,532,169,11,"0,27","0,36","0,62","0,26","0,70","0,59","2,77","2,08","0,10"
1543,limiting,j,1810,1012,"1,96","0,90",9,76,45,137,144,63,75,365,83,24,"0,63","0,66","0,97","1,40","0,68","0,70","1,90","1,02","0,23"
1544,extraction,n,1568,1008,"2,25","0,87",8,100,29,198,65,19,38,399,145,15,"0,83","0,42","1,41","0,63","0,21","0,35","2,09","1,80","0,14"
1545,affinity,n,1866,1008,"1,89","0,92",9,148,48,130,107,243,161,99,47,25,"1,23","0,70","0,93","1,04","2,65","1,50","0,52","0,58","0,24"
1546,prescribed,j,1729,1007,"2,04","0,91",8,60,106,182,54,76,189,126,201,13,"0,50","1,55","1,30","0,53","0,83","1,76","0,66","2,49","0,12"
1547,locality,n,1427,1006,"2,47","0,88",8,136,41,313,138,102,40,174,53,9,"1,14","0,60","2,23","1,35","1,11","0,37","0,91","0,66","0,09"
1548,induction,n,1473,1006,"2,39","0,88",7,28,173,184,20,56,166,193,182,4,"0,23","2,54","1,31","0,20","0,61","1,55","1,01","2,26","0,04"
1549,concur,v,1889,1006,"1,86","0,90",9,92,69,104,253,82,246,94,37,29,"0,77","1,01","0,74","2,47","0,90","2,29","0,49","0,46","0,28"
1550,familial,j,1456,1006,"2,42","0,90",7,134,74,345,30,122,160,34,101,6,"1,12","1,09","2,46","0,29","1,33","1,49","0,18","1,25","0,06"
1551,eruption,n,2157,1006,"1,63","0,80",7,88,5,123,90,41,38,568,45,8,"0,73","0,07","0,88","0,88","0,45","0,35","2,98","0,56","0,08"
1552,imperative,j,1662,1001,"2,11","0,94",8,143,186,179,106,92,91,90,103,11,"1,20","2,74","1,28","1,04","1,01","0,85","0,47","1,28","0,10"
1553,generating,j,1756,1000,"1,99","0,88",9,74,66,175,92,56,55,393,40,49,"0,62","0,97","1,26","0,90","0,62","0,52","2,07","0,50","0,47"
1554,computerized,j,2294,1000,"1,53","0,89",9,27,111,84,52,27,70,373,135,121,"0,23","1,64","0,60","0,51","0,30","0,66","1,97","1,69","1,16"
1555,latent,j,1409,997,"2,48","0,87",8,91,77,378,56,100,86,124,81,4,"0,77","1,14","2,72","0,55","1,10","0,81","0,66","1,01","0,04"
1556,restricted,j,1993,997,"1,75","0,93",9,109,60,234,92,86,71,215,88,42,"0,92","0,89","1,68","0,91","0,95","0,67","1,14","1,10","0,40"
1557,synthesize,v,1413,996,"2,47","0,90",8,75,156,102,45,125,55,341,86,11,"0,63","2,31","0,73","0,44","1,38","0,52","1,81","1,08","0,11"
1558,heighten,v,2319,996,"1,50","0,94",8,166,82,177,93,177,129,96,62,14,"1,40","1,21","1,27","0,92","1,95","1,22","0,51","0,78","0,13"
1559,customary,j,2127,995,"1,64","0,90",9,212,25,220,190,118,86,97,19,28,"1,79","0,37","1,59","1,87","1,30","0,81","0,51","0,24","0,27"
1560,insecurity,n,2292,994,"1,52","0,92",8,201,65,172,200,62,165,54,58,17,"1,70","0,96","1,24","1,98","0,69","1,56","0,29","0,73","0,16"
1561,equitable,j,1666,992,"2,08","0,91",9,149,128,134,285,30,84,112,24,46,"1,26","1,90","0,97","2,82","0,33","0,79","0,60","0,30","0,44"
1562,specialization,n,1266,992,"2,74","0,90",8,109,134,301,88,83,67,182,22,6,"0,92","1,99","2,18","0,87","0,92","0,63","0,97","0,28","0,06"
1563,vitality,n,2107,990,"1,65","0,92",8,164,48,133,96,177,152,91,114,15,"1,39","0,72","0,96","0,95","1,96","1,44","0,49","1,44","0,14"
1564,centrality,n,1116,990,"3,11","0,88",8,147,55,212,69,173,127,53,153,1,"1,25","0,82","1,54","0,68","1,92","1,20","0,28","1,93","0,01"
1565,incremental,j,1576,987,"2,19","0,91",9,103,64,175,185,27,52,242,94,45,"0,88","0,96","1,27","1,84","0,30","0,49","1,29","1,19","0,44"
1566,on-site,j,1968,987,"1,76","0,89",8,28,94,126,97,26,20,366,178,52,"0,24","1,41","0,92","0,96","0,29","0,19","1,96","2,25","0,50"
1567,termination,n,1652,985,"2,09","0,89",8,207,60,207,176,36,58,129,93,19,"1,77","0,90","1,51","1,75","0,40","0,55","0,69","1,18","0,18"
1568,explanatory,j,1175,984,"2,93","0,91",8,103,79,258,74,119,139,170,40,2,"0,88","1,18","1,88","0,74","1,33","1,33","0,91","0,51","0,02"
1569,anticipated,j,2015,983,"1,71","0,94",9,98,106,170,141,50,70,210,84,54,"0,84","1,59","1,24","1,41","0,56","0,67","1,13","1,07","0,52"
1570,by-product,n,1924,982,"1,79","0,88",9,72,29,117,72,63,73,423,100,33,"0,62","0,44","0,85","0,72","0,70","0,70","2,27","1,27","0,32"
1571,emanate,v,2051,980,"1,67","0,93",8,199,57,127,118,108,104,220,37,10,"1,71","0,86","0,93","1,18","1,21","1,00","1,18","0,47","0,10"
1572,breadth,n,1821,978,"1,88","0,93",9,117,122,94,82,168,115,199,46,35,"1,00","1,84","0,69","0,82","1,89","1,10","1,07","0,59","0,34"
1573,propensity,n,1461,976,"2,34","0,90",8,117,60,218,108,47,167,176,71,12,"1,01","0,91","1,60","1,09","0,53","1,61","0,95","0,91","0,12"
1574,dichotomy,n,1344,974,"2,54","0,92",7,134,87,207,72,218,134,105,13,4,"1,16","1,32","1,52","0,73","2,46","1,29","0,57","0,17","0,04"
1575,unequal,j,1478,972,"2,30","0,92",8,189,75,251,136,78,110,99,33,1,"1,63","1,14","1,85","1,37","0,88","1,06","0,54","0,42","0,01"
1576,cost-effective,j,1629,971,"2,09","0,87",7,40,47,126,90,10,16,413,182,47,"0,35","0,71","0,93","0,91","0,11","0,15","2,24","2,34","0,46"
1577,multitude,n,2149,971,"1,58","0,92",8,123,54,148,84,135,168,195,48,16,"1,06","0,82","1,09","0,85","1,53","1,62","1,06","0,62","0,16"
1578,irregular,j,2173,969,"1,56","0,88",8,99,33,122,46,92,52,390,126,9,"0,86","0,50","0,90","0,47","1,04","0,50","2,12","1,62","0,09"
1579,construe,v,1402,965,"2,41","0,91",7,96,37,131,207,183,239,52,15,5,"0,84","0,57","0,97","2,11","2,08","2,32","0,28","0,19","0,05"
1580,conformity,n,1298,962,"2,60","0,91",7,119,79,153,141,117,257,78,14,4,"1,04","1,21","1,14","1,44","1,34","2,51","0,43","0,18","0,04"
1581,accessibility,n,1583,962,"2,13","0,87",8,70,188,318,51,99,58,114,53,11,"0,61","2,88","2,37","0,52","1,13","0,57","0,63","0,69","0,11"
1582,ascribe,v,1417,961,"2,37","0,92",8,135,65,187,74,201,163,92,35,9,"1,18","1,00","1,40","0,76","2,30","1,59","0,51","0,45","0,09"
1583,stringent,j,1862,961,"1,81","0,90",8,79,63,109,257,12,57,297,52,35,"0,69","0,97","0,81","2,63","0,14","0,56","1,63","0,68","0,35"
1584,marginalize,v,1445,958,"2,32","0,91",7,245,52,206,125,140,144,37,6,3,"2,15","0,80","1,54","1,28","1,61","1,41","0,20","0,08","0,03"
1585,epistemological,j,1049,957,"3,19","0,88",7,114,56,128,56,233,299,65,4,2,"1,00","0,86","0,96","0,57","2,67","2,93","0,36","0,05","0,02"
1586,contest,v,2126,955,"1,57","0,90",7,271,18,229,149,132,72,55,14,15,"2,38","0,28","1,72","1,53","1,52","0,71","0,30","0,18","0,15"
1587,noticeable,j,2156,953,"1,55","0,91",8,90,55,109,48,100,86,323,131,11,"0,79","0,85","0,82","0,49","1,15","0,85","1,79","1,72","0,11"
1588,reiterate,v,2052,951,"1,62","0,92",8,248,54,132,144,168,120,47,30,8,"2,19","0,84","1,00","1,49","1,94","1,18","0,26","0,39","0,08"
1589,reaffirm,v,1879,948,"1,77","0,91",7,236,39,129,211,121,153,39,12,8,"2,09","0,61","0,98","2,19","1,40","1,51","0,22","0,16","0,08"
1590,fragmented,j,1552,948,"2,14","0,93",9,154,28,171,111,159,81,161,34,49,"1,36","0,44","1,29","1,15","1,84","0,80","0,90","0,45","0,49"
1591,inconsistency,n,1828,945,"1,81","0,93",8,104,125,215,126,112,95,117,40,11,"0,92","1,95","1,63","1,31","1,30","0,94","0,65","0,53","0,11"
1592,conflict,v,1712,945,"1,93","0,92",8,153,63,186,171,52,171,99,37,13,"1,36","0,98","1,41","1,78","0,60","1,70","0,55","0,49","0,13"
1593,drawback,n,2132,943,"1,55","0,90",9,60,90,79,80,32,33,362,121,86,"0,53","1,41","0,60","0,83","0,37","0,33","2,03","1,60","0,87"
1594,viability,n,1473,943,"2,24","0,91",8,136,45,142,147,47,77,274,56,19,"1,21","0,70","1,08","1,53","0,55","0,77","1,53","0,74","0,19"
1595,chosen,j,2168,942,"1,52","0,94",9,107,102,142,60,133,182,139,55,22,"0,95","1,60","1,08","0,63","1,55","1,81","0,78","0,73","0,22"
1596,contingent,j,1264,936,"2,59","0,92",8,122,89,224,160,101,131,77,17,15,"1,09","1,40","1,72","1,68","1,19","1,31","0,43","0,23","0,15"
1597,neural,j,1518,936,"2,16","0,88",8,0,112,69,37,38,180,329,134,37,"0,00","1,77","0,53","0,39","0,45","1,80","1,85","1,79","0,38"
1598,persuasive,j,2055,935,"1,59","0,91",9,115,66,126,157,134,207,86,18,26,"1,03","1,04","0,97","1,65","1,57","2,08","0,49","0,24","0,27"
1599,verification,n,1450,934,"2,26","0,85",8,78,81,79,88,36,58,434,65,15,"0,70","1,28","0,61","0,93","0,42","0,58","2,45","0,87","0,15"
1600,ostensibly,r,1857,933,"1,76","0,91",7,202,13,152,167,201,106,61,12,19,"1,82","0,21","1,17","1,76","2,37","1,07","0,34","0,16","0,19"
1601,detrimental,j,1447,932,"2,26","0,93",8,106,143,190,119,44,77,161,87,5,"0,96","2,26","1,46","1,25","0,52","0,78","0,91","1,17","0,05"
1602,undesirable,j,1387,931,"2,35","0,93",8,125,83,181,97,55,105,171,110,4,"1,13","1,32","1,39","1,02","0,65","1,06","0,97","1,48","0,04"
1603,multidimensional,j,1102,930,"2,96","0,88",7,66,177,339,17,54,110,126,39,2,"0,60","2,81","2,61","0,18","0,64","1,11","0,71","0,52","0,02"
1604,heterogeneous,j,1063,930,"3,06","0,92",8,108,157,234,59,126,51,138,57,0,"0,98","2,49","1,80","0,62","1,49","0,51","0,78","0,77","0,00"
1605,participatory,j,1131,926,"2,87","0,90",8,189,106,144,94,61,202,104,20,6,"1,71","1,69","1,12","1,00","0,72","2,05","0,59","0,27","0,06"
1606,self-interest,n,1619,924,"2,00","0,90",9,165,35,126,221,41,210,77,26,23,"1,50","0,56","0,98","2,35","0,49","2,13","0,44","0,35","0,24"
1607,replication,n,1109,921,"2,91","0,90",7,26,176,191,18,63,139,176,124,8,"0,24","2,82","1,49","0,19","0,75","1,42","1,01","1,68","0,08"
1608,unrealistic,j,2047,920,"1,57","0,94",9,151,112,150,114,55,125,131,58,24,"1,38","1,80","1,17","1,22","0,66","1,28","0,75","0,79","0,25"
1609,networking,n,2054,920,"1,57","0,88",9,29,153,90,63,36,32,334,51,132,"0,26","2,45","0,70","0,67","0,43","0,33","1,92","0,69","1,37"
1610,high-level,j,2137,917,"1,50","0,90",9,214,81,74,168,23,40,247,35,35,"1,96","1,30","0,58","1,80","0,28","0,41","1,42","0,48","0,36"
1611,precipitate,v,1530,916,"2,10","0,94",8,192,52,117,91,96,89,146,121,12,"1,76","0,84","0,92","0,98","1,15","0,91","0,84","1,65","0,13"
1612,sharing,n,1451,916,"2,21","0,92",9,129,91,176,104,57,187,123,23,26,"1,18","1,47","1,38","1,11","0,68","1,92","0,71","0,31","0,27"
1613,refrain,v,1932,913,"1,65","0,92",8,184,50,147,192,92,137,70,30,11,"1,69","0,81","1,15","2,06","1,11","1,41","0,40","0,41","0,12"
1614,continual,j,1611,913,"1,98","0,94",9,124,115,156,65,137,96,136,63,21,"1,14","1,86","1,23","0,70","1,65","0,99","0,79","0,86","0,22"
1615,primacy,n,1118,912,"2,86","0,89",8,224,16,121,92,123,251,65,16,4,"2,06","0,26","0,95","0,99","1,48","2,58","0,38","0,22","0,04"
1616,globally,r,1679,912,"1,90","0,89",9,170,59,83,85,26,70,324,31,64,"1,57","0,95","0,65","0,92","0,31","0,72","1,87","0,42","0,67"
1617,institutionalize,v,1368,911,"2,33","0,90",8,287,59,171,167,63,44,85,22,13,"2,65","0,96","1,35","1,80","0,76","0,45","0,49","0,30","0,14"
1618,conducive,j,1391,911,"2,29","0,93",8,172,148,184,101,70,83,102,43,8,"1,59","2,40","1,45","1,09","0,84","0,86","0,59","0,59","0,08"
